FID,source_id,country,name,least_depth,max_depth,depth_info,depth_prec,object_length,loc_prec,site_area,sink_context,sink_yr,dating,period,statutory,obj_desc,ship_char,obj_type,est_tonnag,place_orig,place_dest,artefacts,coast_dist,source_inf,reference,website1,website2,the_geom
heritageshipwrecks.5511,W07203,Ireland,Canton (MV),,,n.a.,Unknown depth,,,,n.a.,1940,n.a.,n.a.,n.a.,n.a.,n.a.,Ship,,n.a.,n.a.,n.a.,120173.931965,National Monuments Service (Ireland),"Hocking, 1969, 119; Lloyd's List 39, 239, Tuesday, 13th August 1940; Lloyd's List 39, 240, Wednesday, 14th August 1940; Lloyd's List 39, 241, Thursday, 15th August 1940; Lloyd's List 39, 242, Friday, 16th August 1940; Lloyd's List 39, 246, Wednesday, 21s",n.a.,n.a.,POINT (55.06667 -11.35)
heritageshipwrecks.5645,W07866,Ireland,Achilles,,,n.a.,Unknown depth,,,,n.a.,1917,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,81295.0323584,National Monuments Service (Ireland),"PP 1919, Vol. LXII, 54; BVLS 1914-18, 54.",n.a.,n.a.,POINT (51.1666700000001 -11.2499999999999)
heritageshipwrecks.5565,W07550,Ireland,Pindos (SS),,,n.a.,Unknown depth,,,,n.a.,1940,n.a.,n.a.,n.a.,n.a.,n.a.,Steamship,,n.a.,n.a.,n.a.,67318.2618658,National Monuments Service (Ireland),"Hocking, 1969, 553; Lloyd's List 39, 235, Thursday, 8th August 1940; Lloyd's List 39, 246, Wednesday, 21st August 1940.",n.a.,n.a.,POINT (55.56667 -9.16749999999996)
heritageshipwrecks.5513,W07205,Ireland,Carinthia,,,n.a.,Unknown depth,,,,n.a.,1940,n.a.,n.a.,n.a.,"The Carinthia, formerly known as the Servia, was a 20,277-ton steel steamship owned by the Cunard White Star Line and built in 1925 by Vickers Armstrong, of Barrow-in-Furness. It was propelled by eight-cylinder, triple-expansion steam turbines capable",n.a.,Liner,,n.a.,n.a.,n.a.,54548.1987371,National Monuments Service (Ireland),"BVLS 1939-45, 5; Hocking 1989, 123; Larn & Larn 2002; Lloyd's List 39, 281, Wednesday 2nd October 1940; McGill 2010, 74-7; Williams 1997, 99-100; www.uboat.net.",n.a.,n.a.,POINT (55.24751 -9.29970999999995)
heritageshipwrecks.5514,W07211,Ireland,Carthaginian,,,n.a.,Unknown depth,,,,n.a.,1917,n.a.,n.a.,n.a.,"UKHO Wreck No.006000368. The Carthaginian was a 4,444-ton steel steamship owned by the Allan Line Steamship Co. Ltd. of Govan, Glasgow. The vessel was built in 1884 by Govan Shipbuilding Co. Ltd. It was propelled by a 475 horsepower, compound steam engin",n.a.,Liner,,n.a.,n.a.,n.a.,7548.74092036,National Monuments Service (Ireland),"Brady et al. 2012, 73; BVLS 1914-1918, 55; Larn & Larn 2002; , 56 PP 1919, Vol. LXII, 55; Tennent 1990, 37; Williams 1997; UKHO Wreck Data 1996.",n.a.,n.a.,POINT (55.44834 -7.40099999999995)
heritageshipwrecks.5515,W07213,Ireland,Castle Eden (SS),,,n.a.,Unknown depth,,,,n.a.,1918,n.a.,n.a.,n.a.,"UKHO Wreck No.006000198. 1,949-ton 4-year-old steamship of West Hartlepool, owned by Furness, Withy & Co. Ltd. Built in 1914 by Irvine’s Shipbuilding Co Ltd. Measured L.283 x B.40 x D.19ft. Powered by 3-cylinder triple expansion 175 Hp double boiler sc",n.a.,Steamship,,n.a.,n.a.,n.a.,4620.80575757,National Monuments Service (Ireland),"Bourke 1994, 219; BVLS 1914-18, 53; GSI Wreck Data; Larn & Larn 2002; UKHO Wreck Data 1996",n.a.,n.a.,POINT (55.32133 -7.05566999999996)
heritageshipwrecks.5516,W07219,Ireland,Cederic (SS),,,n.a.,Unknown depth,,,,n.a.,1917,n.a.,n.a.,n.a.,n.a.,n.a.,Steamship,,n.a.,n.a.,n.a.,185700.961136,National Monuments Service (Ireland),"Larn & Larn 2002 LCWLR 1914-18, 145; LR 1916-7 No 580©; Hocking 1989, 128.",n.a.,n.a.,POINT (55.0000000000001 -12.66667)
heritageshipwrecks.5517,W07223,Ireland,Charles Astie (SS),,,n.a.,Unknown depth,,,,n.a.,1917,n.a.,n.a.,n.a.,n.a.,n.a.,Trawler,,n.a.,n.a.,n.a.,12295.7691348,National Monuments Service (Ireland),"Bourke 1998, 145; BVLS 1914-18, 21; Larn & Larn 2002; SIC Vol 2, 10, 52 & 145; SRN Vol 2, 52.",n.a.,n.a.,POINT (55.3666700000001 -7.76666999999998)
heritageshipwrecks.5519,W07229,Ireland,City of Baroda (SS),,,n.a.,Unknown depth,,,,n.a.,1917,n.a.,n.a.,n.a.,n.a.,n.a.,Steamship,,n.a.,n.a.,n.a.,155951.211942,National Monuments Service (Ireland),"BMS 1914-18, 77; BVLS 1914-18, 53; Hocking, 1969, 144; Larn & Larn 2002; LCWLR 1914-18, 140; LR 1916-7 No 1047(C); PP 1919, Vol. LXII, 53.",n.a.,n.a.,POINT (56.0000000000001 -10.3333299999999)
heritageshipwrecks.5520,W07230,Ireland,City of Simla (SS),,,n.a.,Unknown depth,,,,n.a.,1940,n.a.,n.a.,n.a.,"The City of Simla was a 10,138-ton, steel merchantsteamship of Glasgow, owned by Ellerman Lines. It wasbuilt by W. Gray Co. Ltd. of West Hartlepool in 1921 andwas propelled by four steam turbine engines, giving it amaximum speed of 13.5 knots. On the",n.a.,Liner,,n.a.,n.a.,n.a.,74625.2701403,National Monuments Service (Ireland),"Brady et. al. 2012, 147;GSI Wreck Data; Hocking, 1969, 147; Larn & Larn 2002; BVLS 1939-45, 138; Lloyd's List 39, 274, Monday 23rd September 1940.",n.a.,n.a.,POINT (55.9361000000001 -8.16484999999994)
heritageshipwrecks.5521,W07235,Ireland,Cora,,,n.a.,Unknown depth,,,,n.a.,1867,n.a.,n.a.,n.a.,n.a.,n.a.,Barque,,n.a.,n.a.,n.a.,661808.159812,National Monuments Service (Ireland),"Lloyd's List 16, 705, Monday, 28th October 1867; Lloyd's List 16, 708, Thursday, 31st October 1867; PP 1870 Vol. LX, 19.",n.a.,n.a.,POINT (56.0000000000001 -19.9999999999999)
heritageshipwrecks.5522,W07237,Ireland,Corientes,,,n.a.,Unknown depth,,,,n.a.,1917,n.a.,n.a.,n.a.,n.a.,n.a.,Vessel,,n.a.,n.a.,n.a.,2718.24478239,National Monuments Service (Ireland),"BVLS 1914-18, 22; Larn & Larn 2002 LCWLR 1914-18, 149.",n.a.,n.a.,POINT (55.36706 -7.17021999999997)
heritageshipwrecks.5523,W07238,Ireland,Corientes / Corienties (HMS),,,n.a.,Unknown depth,,,,n.a.,1917,n.a.,n.a.,n.a.,n.a.,n.a.,Steam Trawler,,n.a.,n.a.,n.a.,2554.3868511,National Monuments Service (Ireland),"UKHO Wreck Data 1996; Bourke 1998, 145.",n.a.,n.a.,POINT (55.3708300000001 -7.19860999999997)
heritageshipwrecks.3429,FR 0000007563 00001,France,ETENDART,5,,n.a.,Least depth known,,100,,Was torpedoed and sunk by German destroyers,,n.a.,n.a.,n.a.,"wreck completely destroyed. Only a few scattered metal sheets remain, a few piles of scrap and an NNW oriented boiler. The bottom is strewn with refractory bricks",Torpedo boat,Torpedo boat,,n.a.,n.a.,n.a.,3519.55304893,SHOM,n.a.,n.a.,n.a.,POINT (51.108465542 2.49041245200004)
heritageshipwrecks.3437,FR 0000007586 00001,France,n.a.,5.2,,n.a.,Least depth known,,100,,n.a.,,n.a.,n.a.,n.a.,We recognize a piece of barge and a piece of warship. Height above the bottom: 5m,n.a.,n.a.,,n.a.,n.a.,n.a.,1552.14543157,SHOM,n.a.,n.a.,n.a.,POINT (51.070160351 2.41853209300007)
heritageshipwrecks.283,FR 0000126041 00001,France,n.a.,-2.1,,n.a.,Least depth known,,11,,n.a.,,n.a.,n.a.,n.a.,n.a.,Steel barge,"Raft, barge",,n.a.,n.a.,n.a.,34.23655579,SHOM,n.a.,n.a.,n.a.,POINT (5.50756753800005 -54.0253401269999)
heritageshipwrecks.5524,W07239,Ireland,Coronda (SS),,,n.a.,Unknown depth,,,,n.a.,1917,n.a.,n.a.,n.a.,n.a.,n.a.,Steamship,,n.a.,n.a.,n.a.,286929.780457,National Monuments Service (Ireland),"Hocking, 1969, 164; BVLS 1914-18, 37.",n.a.,n.a.,POINT (56.1833300000001 -13.0666699999999)
heritageshipwrecks.5525,W07241,Ireland,Cumberland (SS),,,n.a.,Unknown depth,,,,n.a.,1940,n.a.,n.a.,n.a.,n.a.,n.a.,Steamship,,n.a.,n.a.,n.a.,8469.92476384,National Monuments Service (Ireland),"UKHO Wreck Data 1996; Bourke 1998, 145, 146, 163; Hocking, 1969, 172; BVLS 1939-45, 9; Lloyd's List 39, 250, Monday, 26th August 1940.",n.a.,n.a.,POINT (55.5258700000001 -7.25369999999998)
heritageshipwrecks.5526,W07242,Ireland,Curacoa (HMS) - bow,,,n.a.,Unknown depth,,,,n.a.,1942,n.a.,n.a.,n.a.,"The Curacoa was a light cruiser and one of five Ceres C-class cruisers built between 1916 and 1918. It was built in Pembroke Dock, Wales, in May 1917, weighed 4,290 tons and was capable of 29 knots. It was commissioned on 18 February 1918 and saw service",n.a.,Cruiser,,n.a.,n.a.,n.a.,68182.2484894,National Monuments Service (Ireland),"Brady et. al. 2012, 144-5; BVLS 1939-45, 18; Colledge 2003, 90; Hocking 1989, 172; Larn & Larn 2002; Lloyd's List 40, 726, Wednesday 13th June 1945; Lloyd's List 40, 727, Thursday 14th June 1945; Lloyd's List 40, 728, Friday 15th June 1945.",n.a.,n.a.,POINT (55.8385900000001 -8.63537999999994)
heritageshipwrecks.5528,W07245,Ireland,D-6 (HMS),,,n.a.,Unknown depth,,,,n.a.,1918,n.a.,n.a.,n.a.,"550-ton British D-class submarine. Built in 1912 by Vickers, Sons & Maxim, Barrow-in-Furness and measured 49.4m long, and 6.83m in width. Powered by twin screw 1,200 horsepower oil engines and was capable of 16knots on the surface and 9knots while submer",n.a.,Submarine,,n.a.,n.a.,n.a.,46426.4415435,National Monuments Service (Ireland),"BVLS 1914-18, 6; Hepper 2006; 135; Larn & Larn 2002; McCartney 2008 7-10; McGill 2010",n.a.,n.a.,POINT (55.748 -7.74949999999996)
heritageshipwrecks.5529,W07250,Ireland,Davara,,,n.a.,Unknown depth,,,,n.a.,1939,n.a.,n.a.,n.a.,n.a.,n.a.,Trawler,,n.a.,n.a.,n.a.,38544.0100116,National Monuments Service (Ireland),"BVLS 1939-45, 56; Larn & Larn 2002; Lloyd’s List, No. 38, 960, Mon. 18th Sept. 1939, 4 c.33.",n.a.,n.a.,POINT (55.51284 -8.68216999999993)
heritageshipwrecks.5530,W07251,Ireland,Delphine,,,n.a.,Unknown depth,,,,n.a.,1939,n.a.,n.a.,n.a.,n.a.,n.a.,Trawler,,n.a.,n.a.,n.a.,32676.645695,National Monuments Service (Ireland),"BVLS 1939-45, 56; DS, 123; Larn & Larn 2002 LCWLR 1939-45, 21; SIC Vol 1, 221; Lloyd’s List, No. 39, 016, Wed. 22nd Nov. 1939, 4 c.28; Lloyd’s List, No. 39, 017, Thursday 23rd Nov. 1939, 2.",n.a.,n.a.,POINT (55.5650000000001 -8.20916999999997)
heritageshipwrecks.5531,W07252,Ireland,Devonian,,,n.a.,Unknown depth,,,,n.a.,1917,n.a.,n.a.,n.a.,"The Devonian was a 10,418-ton steel steamship operated by the Leyland Line of Liverpool. The vessel was built by the famous Harland and Wolff shipyard in Belfast in 1900. It was propelled by an 847 horsepower, three cylinder, triple-expansion engine, mak",n.a.,Steel Steamship,,n.a.,n.a.,n.a.,28724.151748,National Monuments Service (Ireland),"Brady et. al. 2012, 78; BVLS 1914-18, 63; Hocking 1989, 187; Larn & Larn 2002; PP 1919, Vol. LXII, 63; Tennent 1990, 154; Williams 1997, 60-61; www.uboat.net.",n.a.,n.a.,POINT (55.50264 -8.03105999999997)
heritageshipwrecks.5532,W07254,Ireland,Diplomat (SS),,,n.a.,Unknown depth,,,,n.a.,1940,n.a.,n.a.,n.a.,n.a.,n.a.,Steamship,,n.a.,n.a.,n.a.,187370.641546,National Monuments Service (Ireland),"ASS, 36; BVLS 1939-45, 14; BCMS 1939-45, 162; The World’s Merchant Fleets 1939, Jordan, R. 1999, 142 & 495; Larn & Larn 2002 DOD 1990 Ed., 189; LCWLR 1939-45, 162; SIC Vol 1, 220; Hocking 1989, 189.",n.a.,n.a.,POINT (55.7 -11.6166699999999)
heritageshipwrecks.5533,W07278,Ireland,Eleftherios M. Tricoglu (SS),,,n.a.,Unknown depth,,,,n.a.,1926,n.a.,n.a.,n.a.,n.a.,n.a.,Steamship,,n.a.,n.a.,n.a.,95.3372724,National Monuments Service (Ireland),"Hocking, 1969, 209; Lloyd's List 34, 893, Tuesday 22nd June 1926; Lloyd's List 34, 846, Tuesday 27th April 1926; Lloyd's List 34, 789, Wednesday 17th February 1926; Lloyd's List 34, 784, Thursday 11th February 1926; Lloyd's List 34, 779, Friday 5th Febru",n.a.,n.a.,POINT (54.9883300000001 -8.49266999999998)
heritageshipwrecks.5534,W07307,Ireland,Empress of Britain (SS),,,n.a.,Unknown depth,,,,n.a.,1940,n.a.,n.a.,n.a.,"At 42,348 tons, this passenger liner was the largest vessel of the Canadian Pacific Railway Company fleet and was the largest merchant vessel lost during World War II. It was built by John Brown & Co., Glasgow, in 1931 at a phenomenal cost of $15,000,000",n.a.,Liner,,n.a.,n.a.,n.a.,80113.6688822,National Monuments Service (Ireland),"Brady et. al. 2012, 137-139; Hocking 1989, 222; Larn & Larn 2002; Lloyd's List 39, 304, Monday 28th October 1940; Lloyd's List 39, 305, Tuesday 29th October 1940; Lloyd's List 39, 309, Saturday 2nd November 1940; Lloyd's List 39, 317, Tuesday 12th Novemb",n.a.,n.a.,POINT (55.31766 -9.68269999999995)
heritageshipwrecks.5535,W07308,Ireland,Englishman (SS),,,n.a.,Unknown depth,,,,n.a.,1916,n.a.,n.a.,n.a.,n.a.,n.a.,Steamship,,n.a.,n.a.,n.a.,50385.7763779,National Monuments Service (Ireland),"BMS 1914-18, 27; Bourke 1994, 217; BVLS 1914-18, 16; DS, 83; Hocking, 1989, 224; Larn & larn 2002; LCWLR 1914-18, 37; LR 1915-16 No 708(E); PP 1919, Vol. XLII; PRO Kew ADM 137/2960.",n.a.,n.a.,POINT (55.08333 -9.33332999999993)
heritageshipwrecks.5536,W07330,Ireland,Flavia (SS),,,n.a.,Unknown depth,,,,n.a.,1918,n.a.,n.a.,n.a.,n.a.,n.a.,Steamship,,n.a.,n.a.,n.a.,36191.3744903,National Monuments Service (Ireland),"Bonsor 1979, Vol. iii, 1117; Brady et. Al. 2012, 108-9; BVLS 1914-18, 95; Larn & Larn 2002; PP 1919, Vol. LXII, 96; Smith 1947; Tennent 1990, 61-2.",n.a.,n.a.,POINT (55.27941 -8.91450999999995)
heritageshipwrecks.5537,W07335,Ireland,Florence (SS),,,n.a.,Unknown depth,,,,n.a.,1924,n.a.,n.a.,n.a.,n.a.,n.a.,Steamship,,n.a.,n.a.,n.a.,1055.07806198,National Monuments Service (Ireland),"UKHO Wreck Data 1996; Bourke 1998, 163; Larn & Lsarn 2002; Lloyd’s Report of Total Loss, Casualty, etc. 21.01.1924 No 19, 882, Wreck Book 1/24; LCR 1924 57(b); Lloyd's List 34, 137, Friday 4th January 1924..",n.a.,n.a.,POINT (55.13861 -7.49138999999997)
heritageshipwrecks.5538,W07339,Ireland,Frances Massey (SS),,,n.a.,Unknown depth,,,,n.a.,1936,n.a.,n.a.,n.a.,n.a.,n.a.,Steamship,,n.a.,n.a.,n.a.,33189.9349938,National Monuments Service (Ireland),"ASS, 19; BVLS 1939-45, 6; DS, 128; Larn & Larn 2002 LCWLR 1939-45, 79.",n.a.,n.a.,POINT (55.5500000000001 -8.43332999999996)
heritageshipwrecks.5539,W07349,Ireland,Gladys (SS),,,n.a.,Unknown depth,,,,n.a.,1917,n.a.,n.a.,n.a.,n.a.,n.a.,Steam Trawler,,n.a.,n.a.,n.a.,55675.8718253,National Monuments Service (Ireland),"BVLS 1914-18, 113; Larn & Larn 2002 LCWLR 1914-18, 86; LR 1916-17 No 437; Lloyd’s List, No. 32, 012, Thur. 25th Jan. 1917, 5 c.1; Lloyd’s List, No. 32, 014, Sat. 27th Jan. 1917, 5 c.1.",n.a.,n.a.,POINT (55.76667 -8.33332999999993)
heritageshipwrecks.5540,W07359,Ireland,Har Zion (SS),,,n.a.,Unknown depth,,,,n.a.,1940,n.a.,n.a.,n.a.,n.a.,n.a.,Steamship,,n.a.,n.a.,n.a.,154837.443561,National Monuments Service (Ireland),"The World’s Merchant Fleets 1939, Jordan, R. 1999, 169 & 498; Larn & Larn 2002 ASS, 27; BVLS 1939-45, 9; LCWLR 1939-45, 120; SIC Vol 1, 220; Hocking 1989, 299; Lloyd's List 39, 261, Saturday 7th September 1940.",n.a.,n.a.,POINT (56.33333 -9.99999999999994)
heritageshipwrecks.5541,W07361,Ireland,Harold (SV),,,n.a.,Unknown depth,,,,n.a.,1917,n.a.,n.a.,n.a.,n.a.,n.a.,Barque,,n.a.,n.a.,n.a.,111935.814855,National Monuments Service (Ireland),"PP 1919, Vol. LXII, 60; Hocking 1989, 302.",n.a.,n.a.,POINT (56.2202800000001 -9.12943999999993)
heritageshipwrecks.246,FR 0000000072 00001,France,n.a.,11.1,,n.a.,Least depth known,,20,,Sank at the anchorage of St Pierre as a result of the fiery cloud of 05/08/1902,1902,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,236.28474556,SHOM,n.a.,n.a.,n.a.,POINT (14.744633723 -61.1788458939999)
heritageshipwrecks.5542,W07379,Ireland,Hurst Castle (HMS),,,n.a.,Unknown depth,,,,n.a.,1944,n.a.,n.a.,n.a.,n.a.,n.a.,Corvette,,n.a.,n.a.,n.a.,22138.9170479,National Monuments Service (Ireland),"BVLS 1939-45 30; Hocking, 1969, 333; Larn & Larn 2002; UKHO Wreck Data 1996.",n.a.,n.a.,POINT (55.4716700000001 -8.26082999999994)
heritageshipwrecks.5543,W07384,Ireland,Iris (SS),,,n.a.,Unknown depth,,,,n.a.,1883,n.a.,n.a.,n.a.,n.a.,n.a.,Iron Steamship,,n.a.,n.a.,n.a.,45.66119325,National Monuments Service (Ireland),"Bourke 1994, 212; PP 1884-85, Vol. LXX, ‘Strandings’, 100, 160; Larn & Larn 2002; Lloyd's List, No. 21, 636, Tuesday 4th September 1883; Lloyd's List, No. 21, 637, Wednesday 5th September 1883; Lloyd's List, No. 21, 639, Friday 7th September 1883; Ll",n.a.,n.a.,POINT (55.4333300000001 -7.23332999999997)
heritageshipwrecks.5544,W07397,Ireland,Jersey City (SS),,,n.a.,Unknown depth,,,,n.a.,1940,n.a.,n.a.,n.a.,n.a.,n.a.,Steamship,,n.a.,n.a.,n.a.,97228.0263608,National Monuments Service (Ireland),"BVLS 1939-1945 8; Larn & Larn 2002; Lloyd's List 39, 238, Monday, 12th August 1940; LR 1940-41, 76796; UKHO Wreck Data.",n.a.,n.a.,POINT (55.76667 -9.49999999999994)
heritageshipwrecks.5561,W07534,Ireland,Oropesa (II) (SS),,,n.a.,Unknown depth,,,,n.a.,1941,n.a.,n.a.,n.a.,n.a.,n.a.,Liner,,n.a.,n.a.,n.a.,257785.353381,National Monuments Service (Ireland),"BVLS 1939-45, 15; DOD 1990 Ed., 530; Merchant Fleets No 8, Pacific Steam Nav Co. Haws, D., 78; Hocking, 1969, 530; Larn & Larn 2002; LCWLR 1939-45, 179; SRN Vol 2, 167.",n.a.,n.a.,POINT (56.4666700000001 -11.9999999999999)
heritageshipwrecks.5560,W07528,Ireland,Olga S. (MV),,,n.a.,Unknown depth,,,,n.a.,1941,n.a.,n.a.,n.a.,n.a.,n.a.,Motor Boat,,n.a.,n.a.,n.a.,112628.868615,National Monuments Service (Ireland),"BVLS 1939-45, 20; The World’s Merchant Fleets 1939, Jordan, R. 1999, 19 & 449; Larn & Larn 2002 LCWLR 1939-45, 217.",n.a.,n.a.,POINT (55.8000000000001 -9.74999999999994)
heritageshipwrecks.5644,W07855,Ireland,William Mannel,,,n.a.,Unknown depth,,,,n.a.,1949,n.a.,n.a.,n.a.,n.a.,n.a.,Fishing boat,,n.a.,n.a.,n.a.,2678.18786092,National Monuments Service (Ireland),"BOT Wreck Report 25/8/1949; Liddiard 2010; LR 1945-46, 15, 776; www.wrecksite.eu; UKHO Wreck Data.",n.a.,n.a.,POINT (55.3077500000001 -7.07566999999995)
heritageshipwrecks.5545,W07410,Ireland,Justicia (SS),,,n.a.,Unknown depth,,,,n.a.,1918,n.a.,n.a.,n.a.,"This 32,234-ton steel steamship was originally built by Harland & Wolff for the Holland-Amerika Line as theStatendam, a liner capable of carrying 3,430 passengers. It was powered by triple-expansion engines, allowing for speeds up to 18 knots. The State",n.a.,Steamship,,n.a.,n.a.,n.a.,38080.2249065,National Monuments Service (Ireland),"BMS 1914-18, 178; BVLS 1914-18, 93; Bishop 2002, 51–6; Bishop 2004, 27–34; Bishop & Louden–Brown 2001, 8–14; Brady et. al. 2012, 115-8; Grant 1964, 113–14; Hocking 1989, 366; Lloyd’s List, No. 32, 469, Thur. 25th Jul. 1918, 6; Lloyd’s List,",n.a.,n.a.,POINT (55.6630500000001 -7.72030999999993)
heritageshipwrecks.5546,W07411,Ireland,Kalliopi S. (SS),,,n.a.,Unknown depth,,,,n.a.,1940,n.a.,n.a.,n.a.,n.a.,n.a.,Steamship,,n.a.,n.a.,n.a.,17.30359209,National Monuments Service (Ireland),"Lloyd's List 39, 271; Thursday 19th September 1940; Lloyd's List 39, 272, Friday 20th September 1940; Lloyd's List 39, 273, Saturday 21st September 1940; Lloyd's List 39, 275, Tuesday 24th September 1940; LR 1940-41, 770; UKHO Wreck Data 1996.",n.a.,n.a.,POINT (55.2391700000001 -7.83471999999995)
heritageshipwrecks.5584,W07698,Ireland,U-45,,,n.a.,Unknown depth,,,,n.a.,1917,n.a.,n.a.,n.a.,n.a.,n.a.,Submarine,,n.a.,n.a.,n.a.,42779.1998147,National Monuments Service (Ireland),"BUB, 85; Larn & Larn 2002 UBD, 35; TUB, 328; Lloyd’s List, No. 32, 887, Thur. 4th Dec. 1919, 4.",n.a.,n.a.,POINT (55.8058300000001 -7.48082999999997)
heritageshipwrecks.5547,W07427,Ireland,Laurentic (SS),,,n.a.,Unknown depth,,,,n.a.,1940,n.a.,n.a.,n.a.,"18,724-ton Steel steamship of Liverpool, owned by Cunard White Star Ltd. Liverpool. Built in 1927 by Harland & Woolf, Belfast. Measured L.176.22 x B.22.96 x D.12.34. Torpedoed by the German u-boat U-99. There 368 survivors",n.a.,Cruiser,,n.a.,n.a.,n.a.,225215.264267,National Monuments Service (Ireland),"BVLS 1939-45, 5; Larn & Larn 2002; Hocking 1989, 416; Lloyd's List 39, 312, Wednesday 6th November 1940; L 39, 322, Monday 18th November 1940.",n.a.,n.a.,POINT (54.15 -13.73333)
heritageshipwrecks.5548,W07428,Ireland,Laurentic (SS),,,n.a.,Unknown depth,,,,n.a.,1917,n.a.,n.a.,n.a.,"The Laurentic was a 14,892-ton liner built in 1908 by Harland and Wolff and owned by the Oceanic Steam Navigation Company. At the beginning of the war, the liner was hired by the White Star Line and converted into an armed merchant cruiser. The steamship",n.a.,Steel Steamship,,n.a.,n.a.,n.a.,3962.60695557,National Monuments Service (Ireland),"Bourke 1994, 204; Bourke 1998, 145, 161; Bourke, 2000, 113; Hocking, 1969, 416; Larn & Larn 2002; Lloyd's List 22, 117, Tuesday 11th August 1908; Lloyd's List 22, 159, Tuesday 29th September 1908; Lloyd's List 22, 191, Thursday 5th November 1908; Lloyd",n.a.,n.a.,POINT (55.30361 -7.59082999999993)
heritageshipwrecks.5549,W07433,Ireland,Leukos,,,n.a.,Unknown depth,,,,n.a.,1940,n.a.,n.a.,n.a.,n.a.,n.a.,Trawler,,n.a.,n.a.,n.a.,99317.807014,National Monuments Service (Ireland),"Larn & Larn 2002 TLW Appx 3, 141; DS, 122, 125 & 128; BVLS 1939-45, 57; Lloyd's List 39, 114, 18th (Mon) March 1940, P2; Lloyd's List 39, 114, 18th (Mon) March 1940, P4; Lloyd's List 39, 119, 26th (Tues) March 1940, P7; Lloyd's List 39, 120, 27th (Weds)",n.a.,n.a.,POINT (55.95 -9.24999999999994)
heritageshipwrecks.5550,W07450,Ireland,Lucipara,,,n.a.,Unknown depth,,,,n.a.,1917,n.a.,n.a.,n.a.,n.a.,n.a.,Barque,,n.a.,n.a.,n.a.,73151.848112,National Monuments Service (Ireland),"Larn & Larn 2002 LCWLR 1914-18, 138; LR 1916-17 No 296(L).",n.a.,n.a.,POINT (55.9166700000001 -8.41666999999995)
heritageshipwrecks.5551,W07456,Ireland,Majoren (SS),,,n.a.,Unknown depth,,,,n.a.,1917,n.a.,n.a.,n.a.,n.a.,n.a.,Steel Steamship,,n.a.,n.a.,n.a.,34181.3232436,National Monuments Service (Ireland),"ANCL 1914-18, 91; Bourke 1994, 221; Larn & Larn 2002; LCWLR 1914-18, 168; LR 1916-7 No 192(M).",n.a.,n.a.,POINT (55.2333300000001 -8.93332999999996)
heritageshipwrecks.5552,W07459,Ireland,Manchester Commerce (SS),,,n.a.,Unknown depth,,,,n.a.,1914,n.a.,n.a.,n.a.,"5,363-ton steel steamship of Manchester, owned by Manchester Liners Ltd. Built at Furness Withy in 1899. Measured L.131.24 x B.14.68 x D.9.34. Struck a mine and sank en route from Manchester to Quebec. Wreck measures 128m long and is 32m in width. It lie",n.a.,Steamship,,n.a.,n.a.,n.a.,38296.8456942,National Monuments Service (Ireland),"Bourke 1994, 217, Bourke 1998, 141; BVLS 1914-18, 3; GSI Wreck Data; Hocking, 1969, 448; Larn & Larn 2002; Lloyd's List, No 31, 318: 28.10.1914(Wed)®, 7 Col 18; LR 1914-15 No 276(M); Lloyd’s List, No. 31, 318, Wed. 28th Oct. 1914, 8; Lloyd’s List, N",n.a.,n.a.,POINT (55.61175 -8.15271999999993)
heritageshipwrecks.5553,W07487,Ireland,Maxton,,,n.a.,Unknown depth,,,,n.a.,1917,n.a.,n.a.,n.a.,n.a.,n.a.,Cargo Ship,,n.a.,n.a.,n.a.,68479.597543,National Monuments Service (Ireland),"Brady et al. 2012, 91; BVLS 1914-18, 77; PP 1919, Vol. XLII, 77; Tennent 1990, 94; www.teesbuiltships.co.uk; www.theshipslist.com; www.uboat.net; www.wrecksite.eu.",n.a.,n.a.,POINT (55.8908000000001 -7.98663999999997)
heritageshipwrecks.5554,W07495,Ireland,Middlesex (SS),,,n.a.,Unknown depth,,,,n.a.,1917,n.a.,n.a.,n.a.,n.a.,n.a.,Steamship,,n.a.,n.a.,n.a.,252148.393327,National Monuments Service (Ireland),"BVLS 1914-18, 50; Larn & Larn 2002 BMS 1914-18, 88; LCWLR 1914-18, 134; LR 1917-18 No 1072(M).",n.a.,n.a.,POINT (56.0500000000001 -12.4999999999999)
heritageshipwrecks.3447,FR 0000007813 00001,France,n.a.,8.8,,n.a.,Least depth known,,2,,n.a.,,n.a.,n.a.,n.a.,n.a.,"2nd det: Continuation surveyed E201401300, wreckage detected",n.a.,,n.a.,n.a.,n.a.,1390.78406522,SHOM,n.a.,n.a.,n.a.,POINT (51.0709103550001 2.35307676500003)
